"time","cases","reported_cases","variable"
2010,3456.3,123,"data"
2010.04,1882.7,67,"data"
2010.08,1264.5,45,"data"
2010.12,1348.8,48,"data"
2010.15,2191.8,78,"data"
2010.19,3119.1,111,"data"
2010.23,2248,80,"data"
2010.27,1826.5,65,"data"
2010.31,2894.3,103,"data"
2010.35,3624.9,129,"data"
2010.38,8514.3,303,"data"
2010.42,10846.6,386,"data"
2010.46,15848.4,564,"data"
2010.5,26385.9,939,"data"
2010.54,35153.1,1251,"data"
2010.58,45971.6,1636,"data"
2010.62,42599.6,1516,"data"
2010.65,36698.6,1306,"data"
2010.69,30123.2,1072,"data"
2010.73,25009,890,"data"
2010.77,16972.4,604,"data"
2010.81,12251.6,436,"data"
2010.85,8120.9,289,"data"
2010.88,5198.5,185,"data"
2010.92,4018.3,143,"data"
2010.96,3681.1,131,"data"
2011,2107.5,75,"data"
2011.04,1545.5,55,"data"
2011.08,1489.3,53,"data"
2011.12,1208.3,43,"data"
2011.15,871.1,31,"data"
2011.19,1826.5,65,"data"
2011.23,1601.7,57,"data"
2011.27,3062.9,109,"data"
2011.31,5395.2,192,"data"
2011.35,11858.2,422,"data"
2011.38,23379.2,832,"data"
2011.42,35125,1250,"data"
2011.46,39143.3,1393,"data"
2011.5,46168.3,1643,"data"
2011.54,46561.7,1657,"data"
2011.58,44510.4,1584,"data"
2011.62,43611.2,1552,"data"
2011.65,39059,1390,"data"
2011.69,27650.4,984,"data"
2011.73,18405.5,655,"data"
2011.77,17422,620,"data"
2011.81,12560.7,447,"data"
2011.85,9301.1,331,"data"
2011.88,6603.5,235,"data"
2011.92,8851.5,315,"data"
2011.96,6406.8,228,"data"
2012,3119.1,111,"data"
2012.04,3203.4,114,"data"
2012.08,3905.9,139,"data"
2012.12,5226.6,186,"data"
2012.15,7137.4,254,"data"
2012.19,10537.5,375,"data"
2012.23,12982.2,462,"data"
2012.27,17478.2,622,"data"
2012.31,28128.1,1001,"data"
2012.35,43779.8,1558,"data"
2012.38,67299.5,2395,"data"
2012.42,100317,3570,"data"
2012.46,136650.3,4863,"data"
2012.5,119396.9,4249,"data"
2012.54,109505.7,3897,"data"
2012.58,110376.8,3928,"data"
2012.62,90088.6,3206,"data"
2012.65,81068.5,2885,"data"
2012.69,55413.2,1972,"data"
2012.73,54851.2,1952,"data"
2012.77,36333.3,1293,"data"
2012.81,30404.2,1082,"data"
2012.85,20653.5,735,"data"
2012.88,15764.1,561,"data"
2012.92,20007.2,712,"data"
2012.96,4777,170,"data"
2019,8073,265.559210526316,"prediction TSIR"
2019.04,5207.95,171.314144736842,"prediction TSIR"
2019.08,3959.79,130.25625,"prediction TSIR"
2019.12,3475.24,114.317105263158,"prediction TSIR"
2019.15,2904.85,95.5542763157895,"prediction TSIR"
2019.19,3257.57,107.156907894737,"prediction TSIR"
2019.23,2807.62,92.3559210526316,"prediction TSIR"
2019.27,2961.29,97.4108552631579,"prediction TSIR"
2019.31,3615.25,118.922697368421,"prediction TSIR"
2019.35,4408.6,145.019736842105,"prediction TSIR"
2019.38,6544.54,215.280921052632,"prediction TSIR"
2019.42,7550.3,248.365131578947,"prediction TSIR"
2019.46,10615.34,349.188815789474,"prediction TSIR"
2019.5,11045.03,363.323355263158,"prediction TSIR"
2019.54,10180.38,334.880921052632,"prediction TSIR"
2019.58,9732.88,320.160526315789,"prediction TSIR"
2019.62,8616.38,283.433552631579,"prediction TSIR"
2019.65,7320.3,240.799342105263,"prediction TSIR"
2019.69,5454.91,179.437828947368,"prediction TSIR"
2019.73,5025.72,165.319736842105,"prediction TSIR"
2019.77,4704.65,154.758223684211,"prediction TSIR"
2019.81,4259.93,140.12927631579,"prediction TSIR"
2019.85,4132.76,135.946052631579,"prediction TSIR"
2019.88,3498.36,115.077631578947,"prediction TSIR"
2019.92,2913.71,95.8457236842105,"prediction TSIR"
2019.96,2389.62,78.6059210526316,"prediction TSIR"
2019,8073,265.559210526316,"prediction TSIR-increased S"
2019.04,7878.34,259.155921052632,"prediction TSIR-increased S"
2019.08,8838.69,290.746381578947,"prediction TSIR-increased S"
2019.12,11271.06,370.758552631579,"prediction TSIR-increased S"
2019.15,13402.53,440.872697368421,"prediction TSIR-increased S"
2019.19,20905.25,687.672697368421,"prediction TSIR-increased S"
2019.23,24454.81,804.434539473684,"prediction TSIR-increased S"
2019.27,34235.17,1126.15690789474,"prediction TSIR-increased S"
2019.31,53995.79,1776.17730263158,"prediction TSIR-increased S"
2019.35,82708.04,2720.65921052632,"prediction TSIR-increased S"
2019.38,148513.77,4885.32138157895,"prediction TSIR-increased S"
2019.42,194061.31,6383.59572368421,"prediction TSIR-increased S"
2019.46,286218.35,9415.07730263158,"prediction TSIR-increased S"
2019.5,276592.49,9098.43717105263,"prediction TSIR-increased S"
2019.54,207763.62,6834.32960526316,"prediction TSIR-increased S"
2019.58,146316.52,4813.04342105263,"prediction TSIR-increased S"
2019.62,88908.07,2924.60756578947,"prediction TSIR-increased S"
2019.65,50043.46,1646.16644736842,"prediction TSIR-increased S"
2019.69,24338.17,800.597697368421,"prediction TSIR-increased S"
2019.73,14793.58,486.630921052632,"prediction TSIR-increased S"
2019.77,9303.02,306.020394736842,"prediction TSIR-increased S"
2019.81,5704.38,187.644078947368,"prediction TSIR-increased S"
2019.85,3837.84,126.244736842105,"prediction TSIR-increased S"
2019.88,2273.5,74.7861842105263,"prediction TSIR-increased S"
2019.92,1362.57,44.8213815789474,"prediction TSIR-increased S"
2019.96,819.53,26.9582236842105,"prediction TSIR-increased S"
2013,294,9.67105263157895,"TSIR fit"
2013.04,255,8.38815789473684,"TSIR fit"
2013.08,258.38,8.49934210526316,"TSIR fit"
2013.12,292.87,9.63388157894737,"TSIR fit"
2013.15,318.87,10.4891447368421,"TSIR fit"
2013.19,454.45,14.9490131578947,"TSIR fit"
2013.23,496.59,16.3351973684211,"TSIR fit"
2013.27,661.87,21.7720394736842,"TSIR fit"
2013.31,1003.27,33.002302631579,"TSIR fit"
2013.35,1509.37,49.6503289473684,"TSIR fit"
2013.38,2738.26,90.0743421052632,"TSIR fit"
2013.42,3828.45,125.935855263158,"TSIR fit"
2013.46,6500.21,213.822697368421,"TSIR fit"
2013.5,8128.75,267.393092105263,"TSIR fit"
2013.54,8925.66,293.607236842105,"TSIR fit"
2013.58,10097.11,332.14177631579,"TSIR fit"
2013.62,10486.7,344.957236842105,"TSIR fit"
2013.65,10408.87,342.397039473684,"TSIR fit"
2013.69,8935.15,293.919407894737,"TSIR fit"
2013.73,9438.88,310.48947368421,"TSIR fit"
2013.77,10085.17,331.749013157895,"TSIR fit"
2013.81,10254.48,337.318421052632,"TSIR fit"
2013.85,11150.97,366.808223684211,"TSIR fit"
2013.88,10438.2,343.361842105263,"TSIR fit"
2013.92,9568.97,314.76875,"TSIR fit"
2013.96,8601.73,282.951644736842,"TSIR fit"
2014,5588.48,183.831578947368,"TSIR fit"
2014.04,4659.95,153.287828947368,"TSIR fit"
2014.08,4563.24,150.106578947368,"TSIR fit"
2014.12,5077.62,167.026973684211,"TSIR fit"
2014.15,5313.49,174.785855263158,"TSIR fit"
2014.19,7373.86,242.561184210526,"TSIR fit"
2014.23,7716.02,253.816447368421,"TSIR fit"
2014.27,9817.95,322.958881578947,"TSIR fit"
2014.31,14198.38,467.05197368421,"TSIR fit"
2014.35,20341.86,669.140131578947,"TSIR fit"
2014.38,34998.61,1151.27006578947,"TSIR fit"
2014.42,45862.64,1508.63947368421,"TSIR fit"
2014.46,71909.22,2365.43486842105,"TSIR fit"
2014.5,81024.11,2665.26677631579,"TSIR fit"
2014.54,78163.89,2571.18059210526,"TSIR fit"
2014.58,75570.37,2485.86743421053,"TSIR fit"
2014.62,65728.49,2162.12138157895,"TSIR fit"
2014.65,53460.15,1758.55756578947,"TSIR fit"
2014.69,37206.47,1223.89703947368,"TSIR fit"
2014.73,31712.15,1043.16282894737,"TSIR fit"
2014.77,27314.27,898.495723684211,"TSIR fit"
2014.81,22448.53,738.438486842105,"TSIR fit"
2014.85,19781.96,650.722368421053,"TSIR fit"
2014.88,15118.04,497.303947368421,"TSIR fit"
2014.92,11332.52,372.780263157895,"TSIR fit"
2014.96,8419.71,276.964144736842,"TSIR fit"
2015,4542.87,149.436513157895,"TSIR fit"
2015.04,3193.63,105.053618421053,"TSIR fit"
2015.08,2639.77,86.8345394736842,"TSIR fit"
2015.12,2497.26,82.1467105263158,"TSIR fit"
2015.15,2245.73,73.8726973684211,"TSIR fit"
2015.19,2733.27,89.910197368421,"TSIR fit"
2015.23,2531.56,83.275,"TSIR fit"
2015.27,2857.38,93.9927631578947,"TSIR fit"
2015.31,3703.02,121.809868421053,"TSIR fit"
2015.35,4804.4,158.039473684211,"TSIR fit"
2015.38,7544.5,248.174342105263,"TSIR fit"
2015.42,9164.79,301.473355263158,"TSIR fit"
2015.46,13569.13,446.352960526316,"TSIR fit"
2015.5,14855.18,488.657236842105,"TSIR fit"
2015.54,14320.12,471.056578947368,"TSIR fit"
2015.58,14275.22,469.579605263158,"TSIR fit"
2015.62,13133.53,432.024013157895,"TSIR fit"
2015.65,11538.2,379.546052631579,"TSIR fit"
2015.69,8844.25,290.92927631579,"TSIR fit"
2015.73,8353.51,274.786513157895,"TSIR fit"
2015.77,8028.66,264.100657894737,"TSIR fit"
2015.81,7413.01,243.849013157895,"TSIR fit"
2015.85,7344.09,241.581907894737,"TSIR fit"
2015.88,6305.72,207.425,"TSIR fit"
2015.92,5319.52,174.984210526316,"TSIR fit"
2015.96,4429.99,145.723355263158,"TSIR fit"
2016,2682.31,88.2338815789474,"TSIR fit"
2016.04,2106.41,69.289802631579,"TSIR fit"
2016.08,1924.44,63.3039473684211,"TSIR fit"
2016.12,2029.07,66.7457236842105,"TSIR fit"
2016.15,2007.77,66.0450657894737,"TSIR fit"
2016.19,2655.63,87.35625,"TSIR fit"
2016.23,2667.57,87.7490131578948,"TSIR fit"
2016.27,3251.55,106.958881578947,"TSIR fit"
2016.31,4571.18,150.367763157895,"TSIR fit"
2016.35,6355.66,209.067763157895,"TSIR fit"
2016.38,10698.19,351.914144736842,"TSIR fit"
2016.42,13839.9,455.259868421053,"TSIR fit"
2016.46,21738.12,715.069736842105,"TSIR fit"
2016.5,25082.13,825.070065789474,"TSIR fit"
2016.54,25296.49,832.121381578947,"TSIR fit"
2016.58,26227.78,862.755921052632,"TSIR fit"
2016.62,24881.65,818.475328947369,"TSIR fit"
2016.65,22445.61,738.342434210526,"TSIR fit"
2016.69,17511.75,576.044407894737,"TSIR fit"
2016.73,16771.95,551.708881578947,"TSIR fit"
2016.77,16279.06,535.495394736842,"TSIR fit"
2016.81,15111.33,497.083223684211,"TSIR fit"
2016.85,15011.6,493.802631578947,"TSIR fit"
2016.88,12864.45,423.172697368421,"TSIR fit"
2016.92,10800.4,355.276315789474,"TSIR fit"
2016.96,8927.81,293.677960526316,"TSIR fit"
2017,5351.26,176.028289473684,"TSIR fit"
2017.04,4153.02,136.6125,"TSIR fit"
2017.08,3778.69,124.299013157895,"TSIR fit"
2017.12,3925.06,129.113815789474,"TSIR fit"
2017.15,3847.5,126.5625,"TSIR fit"
2017.19,5034.41,165.605592105263,"TSIR fit"
2017.23,5011.45,164.850328947368,"TSIR fit"
2017.27,6066.92,199.569736842105,"TSIR fit"
2017.31,8381.46,275.705921052632,"TSIR fit"
2017.35,11472.48,377.384210526316,"TSIR fit"
2017.38,19007.9,625.259868421053,"TSIR fit"
2017.42,24134.72,793.905263157895,"TSIR fit"
2017.46,37076.44,1219.61973684211,"TSIR fit"
2017.5,41499.55,1365.11677631579,"TSIR fit"
2017.54,40427.59,1329.85493421053,"TSIR fit"
2017.58,40182.31,1321.78651315789,"TSIR fit"
2017.62,36424.41,1198.17138157895,"TSIR fit"
2017.65,31285.42,1029.12565789474,"TSIR fit"
2017.69,23183.61,762.61875,"TSIR fit"
2017.73,21136.15,695.268092105263,"TSIR fit"
2017.77,19518.1,642.042763157895,"TSIR fit"
2017.81,17246.22,567.309868421053,"TSIR fit"
2017.85,16281.48,535.575,"TSIR fit"
2017.88,13318.73,438.116118421053,"TSIR fit"
2017.92,10694,351.776315789474,"TSIR fit"
2017.96,8447.68,277.884210526316,"TSIR fit"
2018,4846.62,159.428289473684,"TSIR fit"
2018.04,3615.23,118.922039473684,"TSIR fit"
2018.08,3150.14,103.623026315789,"TSIR fit"
2018.12,3156.99,103.848355263158,"TSIR fit"
2018.15,2989.37,98.3345394736842,"TSIR fit"
2018.19,3791.73,124.727960526316,"TSIR fit"
2018.23,3646,119.934210526316,"TSIR fit"
2018.27,4277.9,140.720394736842,"TSIR fit"
2018.31,5764.18,189.611184210526,"TSIR fit"
2018.35,7737,254.506578947368,"TSIR fit"
2018.38,12564,413.28947368421,"TSIR fit"
2018.42,15710.88,516.805263157895,"TSIR fit"
2018.46,23862.32,784.944736842105,"TSIR fit"
2018.5,26589.09,874.641118421053,"TSIR fit"
2018.54,25998.51,855.214144736842,"TSIR fit"
2018.58,26030.98,856.282236842105,"TSIR fit"
2018.62,23915.89,786.706907894737,"TSIR fit"
2018.65,20954.04,689.277631578947,"TSIR fit"
2018.69,15903.75,523.149671052632,"TSIR fit"
2018.73,14848.93,488.451644736842,"TSIR fit"
2018.77,14068.9,462.792763157895,"TSIR fit"
2018.81,12762.89,419.831907894737,"TSIR fit"
2018.85,12450.45,409.55427631579,"TSIR fit"
2018.88,10494.3,345.207236842105,"TSIR fit"
2018.92,8672.17,285.26875,"TSIR fit"
2018.96,7074.04,232.698684210526,"TSIR fit"
2013,8937.6,294,"data"
2013.04,5532.8,182,"data"
2013.08,5046.4,166,"data"
2013.12,6201.6,204,"data"
2013.15,7721.6,254,"data"
2013.19,7448,245,"data"
2013.23,8056,265,"data"
2013.27,9484.8,312,"data"
2013.31,14105.6,464,"data"
2013.35,20793.6,684,"data"
2013.38,36662.4,1206,"data"
2013.42,46694.4,1536,"data"
2013.46,55601.6,1829,"data"
2013.5,68947.2,2268,"data"
2013.54,51467.2,1693,"data"
2013.58,36662.4,1206,"data"
2013.62,32102.4,1056,"data"
2013.65,22040,725,"data"
2013.69,17723.2,583,"data"
2013.73,15017.6,494,"data"
2013.77,15716.8,517,"data"
2013.81,15412.8,507,"data"
2013.85,11035.2,363,"data"
2013.88,7083.2,233,"data"
2013.92,2432,80,"data"
2013.96,1915.2,63,"data"
2014,1428.8,47,"data"
2014.04,820.8,27,"data"
2014.08,699.2,23,"data"
2014.12,912,30,"data"
2014.15,851.2,28,"data"
2014.19,1428.8,47,"data"
2014.23,1611.2,53,"data"
2014.27,1824,60,"data"
2014.31,2948.8,97,"data"
2014.35,4316.8,142,"data"
2014.38,6779.2,223,"data"
2014.42,6566.4,216,"data"
2014.46,7235.2,238,"data"
2014.5,8420.8,277,"data"
2014.54,6688,220,"data"
2014.58,10001.6,329,"data"
2014.62,8481.6,279,"data"
2014.65,7660.8,252,"data"
2014.69,4772.8,157,"data"
2014.73,5259.2,173,"data"
2014.77,4590.4,151,"data"
2014.81,4560,150,"data"
2014.85,5593.6,184,"data"
2014.88,3982.4,131,"data"
2014.92,4043.2,133,"data"
2014.96,6809.6,224,"data"
2015,2036.8,67,"data"
2015.04,1793.6,59,"data"
2015.08,1459.2,48,"data"
2015.12,1398.4,46,"data"
2015.15,1580.8,52,"data"
2015.19,2128,70,"data"
2015.23,2705.6,89,"data"
2015.27,2432,80,"data"
2015.31,4681.6,154,"data"
2015.35,7873.6,259,"data"
2015.38,11734.4,386,"data"
2015.42,16780.8,552,"data"
2015.46,23894.4,786,"data"
2015.5,33531.2,1103,"data"
2015.54,45113.6,1484,"data"
2015.58,50859.2,1673,"data"
2015.62,49764.8,1637,"data"
2015.65,46542.4,1531,"data"
2015.69,36236.8,1192,"data"
2015.73,28545.6,939,"data"
2015.77,23377.6,769,"data"
2015.81,21310.4,701,"data"
2015.85,15352,505,"data"
2015.88,17571.2,578,"data"
2015.92,12859.2,423,"data"
2015.96,5380.8,177,"data"
2016,6019.2,198,"data"
2016.04,5928,195,"data"
2016.08,5350.4,176,"data"
2016.12,4529.6,149,"data"
2016.15,4408,145,"data"
2016.19,5928,195,"data"
2016.23,3252.8,107,"data"
2016.27,6657.6,219,"data"
2016.31,5107.2,168,"data"
2016.35,5289.6,174,"data"
2016.38,10123.2,333,"data"
2016.42,15808,520,"data"
2016.46,34260.8,1127,"data"
2016.5,36510.4,1201,"data"
2016.54,40128,1320,"data"
2016.58,40766.4,1341,"data"
2016.62,36692.8,1207,"data"
2016.65,31038.4,1021,"data"
2016.69,20124.8,662,"data"
2016.73,17662.4,581,"data"
2016.77,16142.4,531,"data"
2016.81,9515.2,313,"data"
2016.85,11795.2,388,"data"
2016.88,7174.4,236,"data"
2016.92,4742.4,156,"data"
2016.96,5289.6,174,"data"
2017,2492.8,82,"data"
2017.04,2128,70,"data"
2017.08,2128,70,"data"
2017.12,2067.2,68,"data"
2017.15,1520,50,"data"
2017.19,1884.8,62,"data"
2017.23,2128,70,"data"
2017.27,2310.4,76,"data"
2017.31,2644.8,87,"data"
2017.35,3860.8,127,"data"
2017.38,6171.2,203,"data"
2017.42,7144,235,"data"
2017.46,16051.2,528,"data"
2017.5,13680,450,"data"
2017.54,14926.4,491,"data"
2017.58,11278.4,371,"data"
2017.62,13072,430,"data"
2017.65,11004.8,362,"data"
2017.69,9849.6,324,"data"
2017.73,10275.2,338,"data"
2017.77,9697.6,319,"data"
2017.81,9302.4,306,"data"
2017.85,8086.4,266,"data"
2017.88,10062.4,331,"data"
2017.92,14683.2,483,"data"
2017.96,9545.6,314,"data"
2018,6353.6,209,"data"
2018.04,5198.4,171,"data"
2018.08,4985.6,164,"data"
2018.12,4894.4,161,"data"
2018.15,4590.4,151,"data"
2018.19,6262.4,206,"data"
2018.23,6262.4,206,"data"
2018.27,7235.2,238,"data"
2018.31,12372.8,407,"data"
2018.35,15169.6,499,"data"
2018.38,25292.8,832,"data"
2018.42,34139.2,1123,"data"
2018.46,50616,1665,"data"
2018.5,56817.6,1869,"data"
2018.54,53808,1770,"data"
2018.58,60252.8,1982,"data"
2018.62,47910.4,1576,"data"
2018.65,50828.8,1672,"data"
2018.69,40675.2,1338,"data"
2018.73,37817.6,1244,"data"
2018.77,39611.2,1303,"data"
2018.81,40705.6,1339,"data"
2018.85,46572.8,1532,"data"
2018.88,38030.4,1251,"data"
2018.92,44353.6,1459,"data"
2018.96,28849.6,949,"data"
2019,29062.4,956,"data"
2019.04,24624,810,"data"
2019.08,26934.4,886,"data"
2019.12,28576,940,"data"
2019.15,28393.6,934,"data"
2019.19,31494.4,1036,"data"
2019.23,38577.6,1269,"data"
2019.27,57486.4,1891,"data"
2019.31,76304,2510,"data"
2019.35,107372.8,3532,"data"
2019.38,165254.4,5436,"data"
2019.42,247334.4,8136,"data"
2019.46,266425.6,8764,"data"
2019.5,228638.4,7521,"data"
2019.54,167777.6,5519,"data"
2019.58,117344,3860,"data"
2019.62,92172.8,3032,"data"
2019.65,68217.6,2244,"data"
2019.69,55480,1825,"data"
2019.73,52105.6,1714,"data"
2019.77,47667.2,1568,"data"
2019.81,34321.6,1129,"data"
2019.85,29640,975,"data"
2019.88,21128,695,"data"
2019.92,14166.4,466,"data"
2019.96,13011.2,428,"data"
2007,5285,177.946127946128,"prediction TSIR-increased Beta"
2007.04,5656.57,190.456902356902,"prediction TSIR-increased Beta"
2007.08,5084.34,171.189898989899,"prediction TSIR-increased Beta"
2007.12,6159.05,207.375420875421,"prediction TSIR-increased Beta"
2007.15,8292.34,279.203367003367,"prediction TSIR-increased Beta"
2007.19,10736.7,361.50505050505,"prediction TSIR-increased Beta"
2007.23,12961.07,436.399663299663,"prediction TSIR-increased Beta"
2007.27,15276.78,514.369696969697,"prediction TSIR-increased Beta"
2007.31,23821.42,802.068013468013,"prediction TSIR-increased Beta"
2007.35,40338.33,1358.19292929293,"prediction TSIR-increased Beta"
2007.38,66809.48,2249.47744107744,"prediction TSIR-increased Beta"
2007.42,86265.02,2904.54612794613,"prediction TSIR-increased Beta"
2007.46,111357.47,3749.40976430976,"prediction TSIR-increased Beta"
2007.5,143123.12,4818.96026936027,"prediction TSIR-increased Beta"
2007.54,159804.64,5380.62760942761,"prediction TSIR-increased Beta"
2007.58,141450.88,4762.65589225589,"prediction TSIR-increased Beta"
2007.62,116293.27,3915.59831649832,"prediction TSIR-increased Beta"
2007.65,87872.75,2958.67845117845,"prediction TSIR-increased Beta"
2007.69,66456.86,2237.60471380471,"prediction TSIR-increased Beta"
2007.73,48891.53,1646.17946127946,"prediction TSIR-increased Beta"
2007.77,34689.64,1168.00134680135,"prediction TSIR-increased Beta"
2007.81,25559.64,860.593939393939,"prediction TSIR-increased Beta"
2007.85,17997.29,605.96936026936,"prediction TSIR-increased Beta"
2007.88,13871.08,467.039730639731,"prediction TSIR-increased Beta"
2007.92,10048.15,338.321548821549,"prediction TSIR-increased Beta"
2007.96,9796.02,329.832323232323,"prediction TSIR-increased Beta"
2012,4744,168.825622775801,"prediction TSIR-increased Beta"
2012.04,3625.97,129.038078291815,"prediction TSIR-increased Beta"
2012.08,3891.43,138.485053380783,"prediction TSIR-increased Beta"
2012.12,4510.91,160.530604982206,"prediction TSIR-increased Beta"
2012.15,5958.46,212.044839857651,"prediction TSIR-increased Beta"
2012.19,9550.48,339.874733096085,"prediction TSIR-increased Beta"
2012.23,9317.88,331.597153024911,"prediction TSIR-increased Beta"
2012.27,13296.08,473.170106761566,"prediction TSIR-increased Beta"
2012.31,22593.44,804.037010676156,"prediction TSIR-increased Beta"
2012.35,36785.93,1309.10782918149,"prediction TSIR-increased Beta"
2012.38,66693.7,2373.44128113879,"prediction TSIR-increased Beta"
2012.42,93031.3,3310.72241992883,"prediction TSIR-increased Beta"
2012.46,116059.08,4130.21637010676,"prediction TSIR-increased Beta"
2012.5,131193.36,4668.80284697509,"prediction TSIR-increased Beta"
2012.54,127480.18,4536.66120996441,"prediction TSIR-increased Beta"
2012.58,119927.21,4267.87224199288,"prediction TSIR-increased Beta"
2012.62,100034.66,3559.95231316726,"prediction TSIR-increased Beta"
2012.65,79373.63,2824.68434163701,"prediction TSIR-increased Beta"
2012.69,58385.94,2077.79145907473,"prediction TSIR-increased Beta"
2012.73,37648.76,1339.81352313167,"prediction TSIR-increased Beta"
2012.77,30143.98,1072.73950177936,"prediction TSIR-increased Beta"
2012.81,22783.32,810.794306049822,"prediction TSIR-increased Beta"
2012.85,15178.18,540.148754448399,"prediction TSIR-increased Beta"
2012.88,10189.08,362.600711743772,"prediction TSIR-increased Beta"
2012.92,8512.21,302.925622775801,"prediction TSIR-increased Beta"
2012.96,6509.01,231.637366548043,"prediction TSIR-increased Beta"
2019,8073,265.559210526316,"prediction TSIR-increased Beta"
2019.04,8013.27,263.594407894737,"prediction TSIR-increased Beta"
2019.08,9204.41,302.776644736842,"prediction TSIR-increased Beta"
2019.12,11953.1,393.194078947368,"prediction TSIR-increased Beta"
2019.15,14483.18,476.420394736842,"prediction TSIR-increased Beta"
2019.19,23048.55,758.175986842105,"prediction TSIR-increased Beta"
2019.23,27382.14,900.728289473684,"prediction TSIR-increased Beta"
2019.27,38789.82,1275.98092105263,"prediction TSIR-increased Beta"
2019.31,61329.96,2017.43289473684,"prediction TSIR-increased Beta"
2019.35,93163.63,3064.59309210526,"prediction TSIR-increased Beta"
2019.38,162667.23,5350.89572368421,"prediction TSIR-increased Beta"
2019.42,199065.9,6548.22039473684,"prediction TSIR-increased Beta"
2019.46,261494.92,8601.80657894737,"prediction TSIR-increased Beta"
2019.5,209844.95,6902.79440789474,"prediction TSIR-increased Beta"
2019.54,124876.58,4107.78223684211,"prediction TSIR-increased Beta"
2019.58,69270.17,2278.62401315789,"prediction TSIR-increased Beta"
2019.62,33975.17,1117.60427631579,"prediction TSIR-increased Beta"
2019.65,15949.97,524.670065789474,"prediction TSIR-increased Beta"
2019.69,6658.78,219.038815789474,"prediction TSIR-increased Beta"
2019.73,3546.42,116.658552631579,"prediction TSIR-increased Beta"
2019.77,2006.05,65.9884868421053,"prediction TSIR-increased Beta"
2019.81,1122.63,36.9286184210526,"prediction TSIR-increased Beta"
2019.85,700.32,23.0368421052632,"prediction TSIR-increased Beta"
2019.88,391.29,12.8713815789474,"prediction TSIR-increased Beta"
2019.92,218.79,7.19703947368421,"prediction TSIR-increased Beta"
2019.96,125.01,4.11217105263158,"prediction TSIR-increased Beta"
